POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,CLAVE DE SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS
POS2802,TEF,S5,Direct,32599,Vol Prob personales y fam.,DNO,2022-03-22,JT012324,2019-12-12,3,27.7,831,Masculino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1921,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2022-03-22,JS011500,2020-01-23,2,26.3,789,Femenino,CHIHUAHUA,Mexican,28,10+ Years,U-Libr,2,6.025403146377438,10+ Años,No
POS538,VS1,S5,Direct,32575,Vol Cambio de domicilio,DO,2022-03-22,JT031800,2020-02-06,2,25.833333333333325,775,Femenino,CHIHUAHUA,Mexican,23,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-03-22,JF010600,2021-01-14,1,14.4,432,Femenino,PUEBLA,Mexican,26,,Solter,2,6.025403146377438,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32590,Vol Razones médicas,DO,2022-03-22,JT012324,2017-05-18,5,58.966666666666654,1769,Femenino,CHIHUAHUA,Mexican,24,10+ Years,U-Libr,1,7.6167347145514395,10+ Años,Sí
POS1748,VS5,S5,Direct,32722,Vol Prob personales y fam.,DNO,2022-03-22,JF010600,2010-09-02,12,140.63333333333335,4219,Masculino,CHIHUAHUA,Mexican,30,,U-Libr,1,22.054976830138827,Menos de 1 Año,Sí
POS1559,MFS,S5,Direct,32599,Vol Otro empleo,DNO,2022-03-22,JS011500,2013-06-03,9,107.13333333333333,3214,Masculino,ZACATECAS,Mexican,27,10+ Years,Casad,2,13.59346846802786,10+ Años,Sí
POS1230,VS4,S5,Direct,32599,Vol Insatisfacción personal,DNO,2022-03-22,JF010600,2013-10-09,9,102.86666666666666,3086,Masculino,COAHUILA,Mexican,28,10+ Years,Solter,1,13.59346846802786,10+ Años,Sí
POS1380,VS9-ABS,S5,Direct,32600,Vol No regreso   no dio razón,DO,2022-03-23,JF010600,2021-01-14,1,14.433333333333334,433,Masculino,CHIHUAHUA,Mexican,26,,U-Libr,2,18.460211302745325,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-03-24,JS011500,2018-09-13,4,42.93333333333333,1288,Masculino,MICHOACAN,Mexican,24,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS2622,VS4,S6,Exempt,32210,Vol Otro empleo,E3,2022-03-25,ADMINIST,2005-05-11,17,205.4,6162,Masculino,CHIHUAHUA,Mexican,38,,Casad,1,20.48928213077728,Menos de 1 Año,No
POS907,VS1,S6,Exempt,32360,Vol Transferencia entre planta,E4,2022-03-26,ADMINIST,2015-02-09,7,86.73333333333332,2602,Masculino,CHIHUAHUA,Mexican,32,,Solter,0,10.442363024796329,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32599,Imp.Tra LFT y Reglamento Int.,DO,2022-03-28,JF060600,2013-07-15,9,105.93333333333334,3178,Femenino,CHIHUAHUA,Mexican,38,,Solter,3,13.59346846802786,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-03-28,JT031800,2014-02-12,8,98.86666666666666,2966,Femenino,DURANGO,Mexican,38,,Solter,4,6.025403146377438,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-03-29,JF010600,2018-12-27,4,39.6,1188,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Solter,0,6.025403146377438,10+ Años,Sí
POS538,VS9-ABS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-03-29,JT031800,2019-10-31,3,29.333333333333325,880,Femenino,CHIHUAHUA,Mexican,26,,U-Libr,4,6.025403146377438,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32575,Vol Razones médicas,DO,2022-03-29,JS011500,2019-12-05,3,28.166666666666668,845,Femenino,DURANGO,Mexican,46,10+ Years,Sep,4,6.025403146377438,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Vol Estudios,DO,2022-03-29,JF060600,2020-12-10,2,15.8,474,Masculino,CHIHUAHUA,Mexican,19,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS538,VS1,S5,Direct,32217,Vol Estudios,DO,2022-03-29,JF060600,2021-01-05,1,14.933333333333334,448,Femenino,CHIHUAHUA,Mexican,21,10+ Years,Casad,0,18.258464034263955,10+ Años,No
POS347,LOG,S5,Direct,32575,Vol Otro empleo,DNO,2022-03-29,JF010600,2016-02-24,6,74.16666666666667,2225,Masculino,VERACRUZ,Mexican,31,,Casad,3,6.025403146377438,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-03-30,JS011500,2020-11-26,2,16.3,489,Masculino,COAHUILA,Mexican,24,7,U-Libr,1,13.59346846802786,10+ Años,Sí
POS1380,MFS,S5,Direct,32599,Muerte Natural,DO,2022-04-04,JF060600,2015-12-09,7,76.93333333333334,2308,Femenino,CHIHUAHUA,Mexican,43,,U-Libr,1,13.59346846802786,Menos de 1 Año,Sí
POS1230,VS7,S5,Direct,32575,Vol Otro empleo,DNO,2022-04-05,JF010600,2018-08-30,4,43.8,1314,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS538,VS1,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-04-05,JF060600,2018-09-06,4,43.566666666666656,1307,Femenino,CHIHUAHUA,Mexican,24,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1380,MFS,S5,Direct,32575,Vol Cambio de domicilio,DO,2022-04-05,JF060600,2019-10-17,3,30.033333333333324,901,Femenino,CHIHUAHUA,Mexican,29,10+ Years,U-Libr,4,6.025403146377438,10+ Años,No
POS538,VS9-ABS,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-04-05,JS011500,2019-10-24,3,29.8,894,Femenino,VERACRUZ,Mexican,43,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-04-05,JF010600,2021-01-19,1,14.7,441,Femenino,CHIHUAHUA,Mexican,21,,U-Libr,1,13.59346846802786,Menos de 1 Año,No
POS2915,TEF,S5,Direct,32575,Vol Otro empleo,DNO,2022-04-05,JS011500,2021-02-11,1,13.933333333333334,418,Masculino,CHIHUAHUA,Mexican,36,10+ Years,Casad,1,6.025403146377438,10+ Años,Sí
POS2094,TEF,S5,Direct,32560,Vol Insatisfacción personal,DNO,2022-04-05,ADMINIST,2021-02-25,1,13.46666666666667,404,Masculino,CHIHUAHUA,Mexican,28,10+ Years,Casad,0,10.674237037613494,10+ Años,Sí
POS1380,MFS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-04-05,JF060600,2018-01-11,4,51.5,1545,Femenino,CHIHUAHUA,Mexican,29,,Casad,1,6.025403146377438,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-04-05,JF010600,2019-10-03,3,30.5,915,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS1,S5,Direct,32594,Vol Prob personales y fam.,DO,2022-04-05,JF010600,2017-07-13,5,57.566666666666656,1727,Masculino,CHIAPAS,Mexican,28,10+ Years,U-Libr,1,4.4579873551447315,10+ Años,No
POS1559,MFS,S5,Direct,32107,Vol Otro empleo,DNO,2022-04-05,JF050600,2011-10-12,11,127.6,3828,Masculino,ZACATECAS,Mexican,32,10+ Years,U-Libr,1,20.687631247527385,10+ Años,Sí
POS1520,TEF,S6,Exempt,32425,Imp.Pat Varios Jubilado,E3,2022-04-08,ADMINIST,2005-07-12,17,203.8,6114,Femenino,CHIHUAHUA,Mexican,55,,Casad,2,14.937596259270165,Menos de 1 Año,Sí
POS1230,VS9-ABS,S5,Direct,32599,Vol Otro empleo,DNO,2022-04-12,JT012324,2018-12-06,4,40.76666666666665,1223,Masculino,CHIHUAHUA,Mexican,23,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1921,MFS,S5,Direct,32575,Vol Otro empleo,DO,2022-04-12,JS011500,2019-10-10,3,30.5,915,Masculino,CHIHUAHUA,Mexican,20,10+ Years,Solter,0,6.025403146377438,10+ Años,No
POS1921,MFS,S5,Direct,32599,Vol Cambio de domicilio,DO,2022-04-12,JF010600,2017-01-18,5,63.66666666666665,1910,Masculino,SANTIAGO TUXTLA,Mexican,48,,U-Libr,1,13.59346846802786,Menos de 1 Año,No
POS1748,VS5,S5,Direct,32599,Vol Otro empleo,DNO,2022-04-12,JT012324,2013-07-15,9,106.43333333333334,3193,Masculino,COAHUILA,Mexican,30,10+ Years,U-Libr,1,13.59346846802786,10+ Años,Sí
POS1559,MFS,S5,Direct,32674,Vol Otro empleo,DNO,2022-04-12,JS011500,2013-12-04,9,101.7,3051,Masculino,CHIHUAHUA,Mexican,32,10+ Years,Casad,1,12.782753425564334,10+ Años,Sí
POS1819,LOG,S5,Direct,32599,Vol Otro empleo,DNO,2022-04-12,JS011500,2014-02-19,8,99.13333333333333,2974,Masculino,DURANGO,Mexican,26,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1559,MFS,S5,Direct,32599,Vol Otro empleo,DNO,2022-04-12,JT021800,2016-01-13,6,76.03333333333332,2281,Masculino,COAHUILA,Mexican,25,10+ Years,U-Libr,1,13.59346846802786,10+ Años,No
POS343,MFS,S6,Exempt,32590,Vol Otro empleo,E3,2022-04-14,ADMINIST,2018-03-28,4,49.26666666666665,1478,Femenino,CHIHUAHUA,Mexican,27,,Casad,0,7.6167347145514395,Menos de 1 Año,Sí
POS2913,Admin MSE2,S6,Managers,32520,Vol Otro empleo,SL1,2022-04-14,ADMINIST,2010-12-16,12,137.9,4137,Masculino,CHIHUAHUA,Mexican,39,,Casad,2,10.815468874175657,Menos de 1 Año,No
POS1230,VS7,S5,Direct,32687,Vol Transferencia entre planta,DNO,2022-04-15,JF010600,2020-09-10,2,19.4,582,Masculino,CHIHUAHUA,Mexican,23,,Solter,0,,Menos de 1 Año,Sí
POS2803,VS1,S5,Direct,32573,Vol Transferencia entre planta,DNO,2022-04-15,ADMINIST,2021-02-25,1,13.8,414,Masculino,CHIHUAHUA,Mexican,28,,Solter,0,3.2680676311965646,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32107,Imp.Tra Jubilación,DO,2022-04-15,JS011500,2006-01-30,16,197.3,5919,Femenino,LAS PILAS ZAC.,Mexican,60,,Casad,2,20.687631247527385,Menos de 1 Año,No
POS907,VS9-ABS,S6,Exempt,32540,Vol Transferencia entre planta,E4,2022-04-15,ADMINIST,2014-03-31,8,97.9,2937,Masculino,CHIHUAHUA,Mexican,43,,Casad,4,2.6942229076486908,Menos de 1 Año,Sí
POS538,VS7,S5,Direct,32599,Vol Estudios,DO,2022-04-18,JF060600,2018-05-17,4,47.73333333333334,1432,Femenino,CHIHUAHUA,Mexican,26,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1323,VS5,S5,Direct,32599,Vol No regreso   no dio razón,DO,2022-04-18,JT012324,2019-09-05,3,31.866666666666667,956,Femenino,GUERRERO,Mexican,49,10+ Years,Casad,4,13.59346846802786,10+ Años,No
POS538,VS7,S5,Direct,32599,Imp.Tra Ausentismos continuos,DO,2022-04-18,JF060600,2016-12-28,6,64.56666666666666,1937,Femenino,SINALOA,Mexican,34,,Solter,2,13.59346846802786,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DO,2022-04-19,JF060600,2019-12-19,3,28.4,852,Femenino,CHIHUAHUA,Mexican,20,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS1,S5,Direct,32599,Vol Prob personales y fam.,DO,2022-04-19,JF010600,2017-08-31,5,56.4,1692,Femenino,OAXACA,Mexican,23,10+ Years,Solter,0,13.59346846802786,10+ Años,No
POS1230,VS4,S5,Direct,32598,Vol Otro empleo,DNO,2022-04-19,JS011500,2016-03-16,6,74.16666666666667,2225,Masculino,CHIHUAHUA,Mexican,25,10+ Years,U-Libr,1,14.816703036317268,10+ Años,No
POS538,VS9-ABS,S5,Direct,32575,Vol No regreso   no dio razón,DO,2022-04-20,JT031800,2019-07-25,3,33.333333333333336,1000,Femenino,TABASCO,Mexican,40,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS2062,VS9-ABS,S6,Exempt,32660,Vol Otro empleo,E3,2022-04-20,ADMINIST,2014-10-29,8,91.0,2730,Masculino,USA,Mexican,32,,Casad,2,5.450623970974352,Menos de 1 Año,Sí
POS2338,CTG,S6,Exempt,32617,Vol Otro empleo,E4,2022-04-21,ADMINIST,2011-09-19,11,128.9,3867,Femenino,AGUSCALIENTES,Mexican,38,,Casad,1,10.166025796228546,Menos de 1 Año,Sí
POS1323,VS1,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-04-22,JS011500,2017-10-05,5,55.333333333333336,1660,Femenino,CHIHUAHUA,Mexican,23,,Solter,1,6.025403146377438,Menos de 1 Año,Sí
POS1448,TEF,S6,Exempt,32140,Vol Otro empleo,E3,2022-04-22,ADMINIST,2014-04-02,8,98.06666666666666,2942,Femenino,DURANGO,Mexican,39,,Solter,0,17.289630651037655,Menos de 1 Año,Sí
POS2497,LOG,S6,Exempt,32472,Vol Otro empleo,E4,2022-04-22,ADMINIST,2014-12-22,8,89.26666666666668,2678,Femenino,CHIHUAHUA,Mexican,30,,Solter,0,5.701427952235059,Menos de 1 Año,No
POS2076,HRL,S6,Exempt,32379,Imp.Pat Terminación del Contrato,E3,2022-04-25,ADMINIST,2009-05-11,13,157.73333333333335,4732,Masculino,CHIHUAHUA,Mexican,41,,U-Libr,3,10.112647307403657,Menos de 1 Año,No
POS2803,VS7,S5,Direct,32695,Vol Otro empleo,DNO,2022-04-26,JF010600,2020-12-22,2,16.333333333333325,490,Masculino,GUERRERO,Mexican,38,,Casad,1,14.766084763351962,Menos de 1 Año,Sí
POS1380,MFS,S5,Direct,32599,Vol Otro empleo,DO,2022-04-26,JT031800,2021-01-14,1,15.566666666666668,467,Masculino,DURANGO,Mexican,29,,Casad,1,13.59346846802786,Menos de 1 Año,Sí
POS2003,TEF,S5,Direct,32599,Vol Insatisfacción personal,DNO,2022-04-26,ADMINIST,2017-10-19,5,55.0,1650,Femenino,DURANGO,Mexican,32,10+ Years,Solter,0,13.59346846802786,10+ Años,Sí
POS1323,VS1,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-04-26,JS011500,2016-12-07,6,65.53333333333332,1966,Femenino,VERACRUZ,Mexican,40,,Solter,3,6.025403146377438,Menos de 1 Año,No
POS1230,VS5,S5,Direct,32575,Vol Prob personales y fam.,DNO,2022-04-26,JS011500,2004-06-16,18,217.43333333333337,6523,Masculino,COAHUILA,Mexican,50,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS2803,VS7,S5,Direct,32696,Vol Otro empleo,DNO,2022-04-26,JF010600,2006-03-01,16,196.66666666666663,5900,Masculino,SINALOA,Mexican,47,,Casad,3,13.940636066402496,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32575,Vol Insatisfacción personal,DO,2022-04-26,JT012324,2015-02-18,7,87.46666666666668,2624,Masculino,DURANGO,Mexican,40,7-8 Years,Casad,3,6.025403146377438,7-9 Años,Sí
POS1410,VS7,S5,Direct,32696,Vol Otro empleo,DNO,2022-04-26,JF010600,2015-03-04,7,87.0,2610,Femenino,CHIAPAS,Mexican,26,,Solter,1,13.940636066402496,Menos de 1 Año,Sí
POS1230,VS7,S5,Direct,32599,Vol Otro empleo,DNO,2022-04-26,JF010600,2015-03-18,7,86.53333333333332,2596,Masculino,OAXACA,Mexican,28,,Casad,0,13.59346846802786,Menos de 1 Año,Sí
POS538,VS1,S5,Direct,32696,Imp.Tra Ausentismos continuos,DO,2022-04-26,JF060600,2016-10-26,6,66.93333333333334,2008,Femenino,CHIHUAHUA,Mexican,49,,Solter,5,13.940636066402496,Menos de 1 Año,No
POS1788,VS4,S6,Exempt,32472,Vol Otro empleo,E4,2022-04-26,ADMINIST,2016-07-20,6,70.2,2106,Masculino,SONORA,Mexican,30,,Casad,3,5.701427952235059,Menos de 1 Año,Sí
POS2698,VS7,S5,Direct,32575,Imp.Tra Falsificación de doctos.,DNO,2022-04-29,JF010600,2018-04-26,4,48.8,1464,Masculino,CHIHUAHUA,Mexican,24,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-04-29,JT012324,2019-03-14,3,38.066666666666656,1142,Femenino,CHIHUAHUA,Mexican,35,,U-Libr,3,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32594,Vol Transferencia entre planta,DO,2022-04-29,JT012324,2014-10-08,8,92.0,2760,Masculino,VERACRUZ,Mexican,27,,Solter,0,4.4579873551447315,Menos de 1 Año,Sí
POS1145,DBE,S6,Exempt,32560,Vol Otro empleo,E3,2022-04-29,ADMINIST,2018-05-03,4,48.566666666666656,1457,Masculino,CHIHUAHUA,Mexican,41,,U-Libr,2,10.674237037613494,Menos de 1 Año,No
POS1181,LOG,S6,Exempt,32540,Vol Otro empleo,E3,2022-04-29,ADMINIST,2018-08-02,4,45.53333333333333,1366,Masculino,CHIHUAHUA,Mexican,30,,Casad,0,2.6942229076486908,Menos de 1 Año,Sí
POS2062,TEF,S6,Exempt,32675,Vol Prob personales y fam.,E3,2022-04-29,JF010600,2012-03-28,10,122.8,3684,Femenino,CHIHUAHUA,Mexican,32,,Casad,1,17.022359158622354,Menos de 1 Año,No
POS538,VS7,S5,Direct,32580,Imp.Pat Terminación del Contrato,DO,2022-05-02,JT031800,2020-12-01,2,17.233333333333324,517,Masculino,DURANGO,Mexican,22,,Solter,0,7.706894327778476,Menos de 1 Año,Sí
POS2003,TEF,S5,Direct,32600,Vol Insatisfacción personal,DNO,2022-05-03,ADMINIST,2019-06-13,3,35.16666666666665,1055,Masculino,CHIHUAHUA,Mexican,32,,Solter,1,18.460211302745325,Menos de 1 Año,No
POS1230,VS4,S5,Direct,32575,Vol Otro empleo,DNO,2022-05-03,JF010600,2010-10-19,12,140.46666666666664,4214,Masculino,CHIHUAHUA,Mexican,29,,U-Libr,0,6.025403146377438,Menos de 1 Año,Sí
POS1376,MFS,S5,Direct,32594,Vol Otro empleo,DNO,2022-05-03,JF010600,2015-08-31,7,81.23333333333332,2437,Masculino,HIDALGO,Mexican,27,,U-Libr,1,4.4579873551447315,Menos de 1 Año,No
POS1111,TEF,S5,Direct,32599,Vol Otro empleo,DNO,2022-05-03,ADMINIST,2014-07-30,8,94.46666666666668,2834,Femenino,CHIHUAHUA,Mexican,27,,Solter,1,13.59346846802786,Menos de 1 Año,Sí
POS1376,MFS,S5,Direct,32575,Vol Otro empleo,DNO,2022-05-03,JT012324,2015-01-21,7,88.63333333333333,2659,Masculino,CHIHUAHUA,Mexican,27,,Casad,3,6.025403146377438,Menos de 1 Año,Sí
POS1559,MFS,S5,Direct,32543,Vol Otro empleo,DNO,2022-05-03,JS011500,2016-10-12,6,67.63333333333333,2029,Masculino,DURANGO,Mexican,24,,Solter,0,5.547035154748849,Menos de 1 Año,Sí
POS2848,HSE,S6,Exempt,32330,Vol Otro empleo,E4,2022-05-06,ADMINIST,2022-02-03,0,3.066666666666667,92,Masculino,CHIHUAHUA,Mexican,39,,Solter,0,11.819490323107047,Menos de 1 Año,No
POS538,VS1,S5,Direct,32674,Imp.Tra Ausentismos continuos,DO,2022-05-09,JF060600,2013-07-15,9,107.33333333333331,3220,Femenino,CHIHUAHUA,Mexican,29,,Casad,3,12.782753425564334,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32576,Vol Insatisfacción personal,DO,2022-05-10,JF010600,2018-03-15,4,50.566666666666656,1517,Masculino,CHIHUAHUA,Mexican,22,,Solter,0,6.376805488828198,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-05-10,JS011500,2019-10-31,3,30.733333333333324,922,Femenino,CHIHUAHUA,Mexican,20,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS7,S5,Direct,32553,Vol Prob personales y fam.,DO,2022-05-10,JS011500,2020-03-12,2,26.3,789,Femenino,CHIHUAHUA,Mexican,28,,Solter,0,6.2435744940117885,Menos de 1 Año,No
POS1323,VS4,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-10,JF010600,2020-09-24,2,19.766666666666666,593,Femenino,CHIHUAHUA,Mexican,21,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS5,S5,Direct,32575,Vol Otro empleo,DO,2022-05-10,JF010600,2020-12-22,2,16.8,504,Masculino,CHIHUAHUA,Mexican,21,,Solter,0,6.025403146377438,Menos de 1 Año,No
POS1323,VS9-ABS,S5,Direct,32702,Vol Prob personales y fam.,DO,2022-05-10,JF010600,2021-02-25,1,14.633333333333333,439,Masculino,CHIHUAHUA,Mexican,38,,Casad,4,10.77977246595093,Menos de 1 Año,No
POS1921,MFS,S5,Direct,32574,Vol No regreso   no dio razón,DO,2022-05-10,JT012324,2017-12-28,5,53.13333333333333,1594,Femenino,CHIHUAHUA,Mexican,36,,Solter,2,4.268086649052308,Menos de 1 Año,Sí
POS1559,MFS,S5,Direct,32107,Vol Otro empleo,DNO,2022-05-10,JS011500,2010-04-22,12,146.7,4401,Masculino,DURANGO,Mexican,33,,Casad,2,20.687631247527385,Menos de 1 Año,Sí
POS2553,VS5,S5,Direct,32575,Vol Prob personales y fam.,DNO,2022-05-10,JF050600,2013-06-10,9,108.53333333333332,3256,Femenino,COAHUILA,Mexican,60,,Casad,4,6.025403146377438,Menos de 1 Año,Sí
POS1748,VS9-ABS,S5,Direct,32594,Vol Otro empleo,DNO,2022-05-10,JT012324,2014-10-01,8,92.6,2778,Masculino,JALISCO,Mexican,28,,Solter,0,4.4579873551447315,Menos de 1 Año,Sí
POS2802,TEF,S5,Direct,32599,Vol Otro empleo,DNO,2022-05-10,JF010600,2015-11-30,7,78.43333333333334,2353,Masculino,CHIHUAHUA,Mexican,25,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS1323,VS1,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-05-13,JS011500,2020-12-22,2,16.9,507,Femenino,CHIHUAHUA,Mexican,32,,Casad,1,6.025403146377438,Menos de 1 Año,No
POS343,MFS,S6,Exempt,32575,Vol Cambio de domicilio,E3,2022-05-13,JF010600,2011-01-26,11,137.5,4125,Masculino,DURANGO,Mexican,31,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS7,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-05-13,JF010600,2015-04-29,7,85.7,2571,Femenino,CHIHUAHUA,Mexican,26,,Solter,1,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS1,S5,Direct,32600,Vol Transferencia entre planta,DO,2022-05-17,JS011500,2018-08-23,4,45.43333333333333,1363,Femenino,ZACATECAS,Mexican,43,,Solter,5,18.460211302745325,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32580,Vol Prob personales y fam.,DO,2022-05-17,JF010600,2018-12-27,4,41.23333333333334,1237,Femenino,CHIHUAHUA,Mexican,22,,Solter,1,7.706894327778476,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32575,Vol Razones médicas,DO,2022-05-17,JT012324,2019-01-24,3,40.3,1209,Femenino,DURANGO,Mexican,42,,U-Libr,4,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32563,Vol Prob personales y fam.,DO,2022-05-17,JS011500,2019-04-17,3,37.53333333333333,1126,Masculino,CHIHUAHUA,Mexican,25,,Solter,1,7.651533171870985,Menos de 1 Año,Sí
POS1323,VS9-ABS,S5,Direct,32600,Vol Prob personales y fam.,DO,2022-05-17,JT012324,2019-09-17,3,32.43333333333333,973,Femenino,TABASCO,Mexican,34,,Casad,2,18.460211302745325,Menos de 1 Año,Sí
POS347,LOG,S5,Direct,32599,Vol Insatisfacción personal,DNO,2022-05-17,JS011500,2020-02-13,2,27.46666666666666,824,Masculino,VERACRUZ,Mexican,26,,U-Libr,1,13.59346846802786,Menos de 1 Año,Sí
POS1230,VS7,S5,Direct,32600,Vol Otro empleo,DNO,2022-05-17,JF010600,2020-09-10,2,20.46666666666666,614,Masculino,CHIHUAHUA,Mexican,22,,Solter,0,18.460211302745325,Menos de 1 Año,Sí
POS1323,MFS,S5,Direct,32599,Vol Transferencia entre planta,DO,2022-05-17,JS011500,2020-10-22,2,19.066666666666666,572,Femenino,CHIHUAHUA,Mexican,27,,Solter,1,13.59346846802786,Menos de 1 Año,No
POS2915,TEF,S5,Direct,32695,Vol Otro empleo,DNO,2022-05-17,JT012324,2020-10-29,2,18.833333333333325,565,Masculino,CHIHUAHUA,Mexican,33,,Casad,2,14.766084763351962,Menos de 1 Año,Sí
POS1559,MFS,S5,Direct,32575,Imp.Tra Ausentismos continuos,DNO,2022-05-17,JF010600,2020-12-10,2,17.433333333333323,523,Masculino,CHIHUAHUA,Mexican,22,,Solter,0,6.025403146377438,Menos de 1 Año,Sí
POS1323,VS5,S5,Direct,32575,Vol Transferencia entre planta,DO,2022-05-17,JS011500,2021-01-19,1,16.1,483,Femenino,CHIHUAHUA,Mexican,41,,Casad,4,6.025403146377438,Menos de 1 Año,No
POS2698,VS7,S5,Direct,32590,Vol No regreso   no dio razón,DNO,2022-05-17,JF050600,2018-01-25,4,52.43333333333333,1573,Masculino,VERACRUZ,Mexican,24,,Solter,0,7.6167347145514395,Menos de 1 Año,Sí
POS538,VS9-ABS,S5,Direct,32599,Vol Otro empleo,DO,2022-05-17,JF060600,2017-02-16,5,63.86666666666665,1916,Masculino,CHIHUAHUA,Mexican,24,,Solter,0,13.59346846802786,Menos de 1 Año,No
POS538,VS1,S5,Direct,32600,Vol Cambio de domicilio,DO,2022-05-17,JF060600,2017-04-20,5,61.76666666666665,1853,Femenino,VERACRUZ,Mexican,28,,Solter,1,18.460211302745325,Menos de 1 Año,No
POS538,VS1,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-17,JF060600,2017-07-27,5,58.5,1755,Femenino,OAXACA,Mexican,34,,Casad,1,6.025403146377438,Menos de 1 Año,Sí
POS1921,MFS,S5,Direct,32575,Vol Prob personales y fam.,DO,2022-05-17,JT012324,2017-08-10,5,58.03333333333333,1741,Femenino,CHIHUAHUA,Mexican,26,,U-Libr,1,6.025403146377438,Menos de 1 Año,Sí
POS1230,VS7,S5,Direct,32699,Vol Otro empleo,DNO,2022-05-17,JF010600,2013-07-15,9,107.6,3228,Femenino,CHIHUAHUA,Mexican,32,,U-Libr,1,7.522064631144397,Menos de 1 Año,Sí
POS1748,VS7,S5,Direct,32699,Vol Prob personales y fam.,DNO,2022-05-17,JF010600,2013-11-06,9,103.8,3114,Masculino,GUERRERO,Mexican,42,,Casad,3,7.522064631144397,Menos de 1 Año,Sí
POS1410,VS1,S5,Direct,32590,Vol Otro empleo,DNO,2022-05-17,JF010600,2016-09-28,6,68.56666666666666,2057,Femenino,CHIHUAHUA,Mexican,33,10+ Years,Casad,3,7.6167347145514395,10+ Años,Sí
