POSICIÓN,AREA,Á.LIQ.,GRUPO DE PERSONAL,CODIGO POSTAL,MOTIVO DE LA RENUNCIA,BANDA,BAJA,REGLAPHT,ALTA,AÑOS,MESES,ANTIGÜEDAD,SEXO,LUGAR DE NACIMIENTO,NACIONALIDAD,EDAD,¿CUANTO TIEMPO TIENE VIVIENDO EN CD. JUAREZ?,ESTADO CIVIL,HIJOS,Distancia,TIEMPO VIVIENDO EN CD JUAREZ - CATEGORIA,TIENE HIJOS,TIPO DE RENUNCIA,Latitud,Longitud
POS538,VS9-ABS,S5,Direct,32599,TRANSFERENCIA ENTRE PLANTA,DO,2022-02-15,JT031800,2017-10-05,5,53.13333333333333,1594,F,VERACRUZ,Mexican,33,,U-Libr,4,13593.46846802786,Menos de 1 Año,No,VOLUNTARIA,31.55363333,-106.4151273
POS454,TEF,S5,Direct,32599,TRANSFERENCIA ENTRE PLANTA,DNO,2022-02-18,ADMINIST,2018-07-12,4,43.9,1317,M,CHIHUAHUA,Mexican,30,,Soltero,0,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS2915,TEF,S5,Direct,32696,TRA LFT Y REGLAMENTO INT ,DNO,2022-02-21,JS011500,2020-10-29,2,16.0,480,M,CHIHUAHUA,Mexican,22,,Soltero,0,13940.636066402494,Menos de 1 Año,No,DESPIDO,31.58021875,-106.46245
POS1376,VS1-HOUS,S5,Direct,32696,TRA LFT Y REGLAMENTO INT ,DNO,2022-02-21,JT021800,2014-02-19,8,97.46666666666668,2924,F,CDMX,Mexican,51,,Soltero,3,13940.636066402494,Menos de 1 Año,No,DESPIDO,31.58021875,-106.46245
POS1921,MFS,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-02-22,JT012324,2018-02-15,4,48.93333333333333,1468,F,COAHUILA,Mexican,42,10+ Years,Casad,3,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS5,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-02-22,JF010600,2018-04-05,4,47.3,1419,F,DURANGO,Mexican,41,,Casad,2,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DNO,2022-02-22,JS011500,2019-12-05,3,27.0,810,F,VERACRUZ,Mexican,28,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32590,INSATISFACCIÓN PERSONAL,DO,2022-02-22,JS011500,2020-12-08,2,14.7,441,F,ZACATECAS,Mexican,30,10+ Years,U-Libr,3,7616.7347145514395,10+ Años,No,VOLUNTARIA,31.60245833,-106.3884333
POS1323,VS9-ABS,S5,Direct,32696,PROB PERSONALES Y FAM ,DO,2022-02-22,JT012324,2020-12-10,2,14.633333333333333,439,F,CHIHUAHUA,Mexican,20,10+ Years,Soltero,0,13940.636066402494,10+ Años,Sí,VOLUNTARIA,31.58021875,-106.46245
POS538,VS9-ABS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-02-22,JT031800,2017-07-27,5,55.7,1671,F,PUEBLA,Mexican,33,,Soltero,2,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1380,VS9-ABS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-02-24,JS011500,2020-03-12,2,23.8,714,F,COAHUILA,Mexican,33,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS96,Admin MSE2,S6,Non-Exempt,32618,OTRO EMPLEO,E3,2022-02-25,ADMINIST,2018-02-05,4,49.36666666666665,1481,F,USA,Mexican,26,,Soltero,0,6997.366424868751,Menos de 1 Año,No,VOLUNTARIA,31.6925,-106.4189
POS1323,VS1,S5,Direct,32600,TRANSFERENCIA ENTRE PLANTA,DO,2022-02-25,JF010600,2019-10-24,3,28.5,855,F,CHIHUAHUA,Mexican,20,,Soltero,0,18460.21130274533,Menos de 1 Año,No,VOLUNTARIA,31.5523,-106.49715
POS1921,MFS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-02-25,JS011500,2021-01-26,1,13.166666666666668,395,M,CHIHUAHUA,Mexican,23,,Soltero,0,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS96,Admin MSE1,S6,Non-Exempt,45086,TRANSFERENCIA ENTRE PLANTA,E3,2022-02-26,ADMINIST,2019-05-23,3,33.66666666666665,1010,F,JALISCO,Mexican,27,,Soltero,0,1243295.7809244974,Menos de 1 Año,No,VOLUNTARIA,20.7452,-103.47475
POS698,VS4,S6,Exempt,32540,TRANSFERENCIA ENTRE PLANTA,E4,2022-02-26,ADMINIST,2004-10-16,18,211.4,6342,M,ESTADO DE MEXICO,Mexican,42,,Casad,2,2694.2229076486906,Menos de 1 Año,No,VOLUNTARIA,31.6829,-106.371
POS1323,VS4,S5,Direct,32599,CAMBIO DE DOMICILIO,DO,2022-03-02,JT012324,2018-11-01,4,40.566666666666656,1217,M,CHIHUAHUA,Mexican,26,10+ Years,Soltero,0,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1323,VS7,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-02,JS011500,2019-08-01,3,31.46666666666666,944,F,OAXACA,Mexican,21,,Soltero,0,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-03-02,JF010600,2019-11-21,3,27.733333333333324,832,M,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-03-02,JT012324,2020-01-16,2,25.866666666666667,776,F,MICHOACAN,Mexican,31,10+ Years,Soltero,3,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-02,JS011500,2020-02-13,2,24.933333333333323,748,M,CHIHUAHUA,Mexican,21,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32599,OTRO EMPLEO,DO,2022-03-02,JS011500,2021-01-21,1,13.5,405,M,CDMX,Mexican,53,10+ Years,Casad,1,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS1230,VS4,S5,Direct,32584,OTRO EMPLEO,DNO,2022-03-02,JF010600,2017-12-07,5,51.53333333333333,1546,M,CHIHUAHUA,Mexican,30,10+ Years,U-Libr,2,4874.712011839221,10+ Años,Sí,VOLUNTARIA,31.6469,-106.4003
POS1323,VS7,S5,Direct,32575,PROB PERSONALES Y FAM ,DO,2022-03-02,JT012324,2017-02-01,5,61.833333333333336,1855,F,MICHOACAN,Mexican,42,10+ Years,Casad,4,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS5,S5,Direct,32599,NO REGRESO   NO DIO RAZÓN,DO,2022-03-02,JF060600,2011-01-26,11,135.1,4053,F,VERACRUZ,Mexican,36,,U-Libr,2,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1380,VS9-ABS,S5,Direct,32912,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-02,JT031800,2013-07-03,9,105.46666666666668,3164,F,DURANGO,Mexican,40,,U-Libr,3,307112.4707060224,Menos de 1 Año,Sí,VOLUNTARIA,28.93747692,-105.788
POS1323,VS1,S5,Direct,32696,RAZONES MÉDICAS,DO,2022-03-02,JT012324,2013-08-08,9,104.26666666666668,3128,F,COAHUILA,Mexican,45,,Casad,4,13940.636066402494,Menos de 1 Año,Sí,VOLUNTARIA,31.58021875,-106.46245
POS1376,VS4,S5,Direct,32599,OTRO EMPLEO,DNO,2022-03-02,JF010600,2014-10-17,8,89.76666666666668,2693,F,CHIHUAHUA,Mexican,26,10+ Years,Soltero,1,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1559,MFS,S5,Direct,32575,OTRO EMPLEO,DNO,2022-03-02,JF010600,2016-01-06,6,74.9,2247,M,CHIHUAHUA,Mexican,38,7-8 Years,Casad,2,6025.403146377439,7-9 Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS9-ABS,S5,Direct,32594,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-02,JS011500,2016-06-01,6,70.0,2100,F,OAXACA,Mexican,32,,Sep,2,4457.987355144733,Menos de 1 Año,Sí,VOLUNTARIA,31.6436,-106.3934333
POS538,VS9-ABS,S5,Direct,32599,TRA AUSENTISMOS CONTINUOS,DO,2022-03-02,JT031800,2016-11-02,6,64.86666666666666,1946,F,ZACATECAS,Mexican,47,,Casad,3,13593.46846802786,Menos de 1 Año,Sí,DESPIDO,31.55363333,-106.4151273
POS2817,LOG,S6,Exempt,32742,OTRO EMPLEO,E4,2022-03-03,JF050600,2021-12-29,1,2.1333333333333337,64,M,CHIHUAHUA,Mexican,30,,Casad,2,42013.852076643074,Menos de 1 Año,Sí,VOLUNTARIA,31.368,-106.077
POS343,VS4,S6,Exempt,32675,OTRO EMPLEO,E3,2022-03-03,JF010600,2015-12-14,7,75.7,2271,M,CHIHUAHUA,Mexican,40,,Casad,4,17022.35915862236,Menos de 1 Año,Sí,VOLUNTARIA,31.59873333,-106.5153524
POS538,VS7,S5,Direct,32576,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-04,JF010600,2019-10-03,3,29.433333333333323,883,F,ESTADO DE MEXICO,Mexican,37,,Casad,3,6376.805488828199,Menos de 1 Año,Sí,VOLUNTARIA,31.61711429,-106.3917643
POS538,VS9-ABS,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-03-07,JT031800,2019-07-25,3,31.866666666666667,956,M,VERACRUZ,Mexican,42,,Casad,2,6025.403146377439,Menos de 1 Año,Sí,DESPIDO,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32500,NO REGRESO   NO DIO RAZÓN,DO,2022-03-07,JS011500,2020-12-08,2,15.133333333333333,454,M,CHIAPAS,Mexican,26,,Casad,1,11616.135671000697,Menos de 1 Año,Sí,VOLUNTARIA,31.6284,-106.4681333
POS1323,VS7,S5,Direct,32100,NO REGRESO   NO DIO RAZÓN,DO,2022-03-07,JS011500,2017-08-31,5,54.966666666666654,1649,F,CHIHUAHUA,Mexican,23,10+ Years,Soltero,0,19114.49645815268,10+ Años,Sí,VOLUNTARIA,31.6047,-106.54215
POS538,VS7,S5,Direct,32599,OTRO EMPLEO,DO,2022-03-08,JT031800,2018-04-26,4,47.066666666666656,1412,F,CHIHUAHUA,Mexican,47,,Casad,3,13593.46846802786,Menos de 1 Año,No,VOLUNTARIA,31.55363333,-106.4151273
POS347,LOG,S5,Direct,32600,TRA BAJO DESEMPEÑO,DNO,2022-03-08,JF010600,2019-01-17,3,38.2,1146,M,CHIHUAHUA,Mexican,46,,U-Libr,3,18460.21130274533,Menos de 1 Año,Sí,DESPIDO,31.5523,-106.49715
POS1921,MFS,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-03-08,JF010600,2019-11-14,3,28.166666666666668,845,M,COAHUILA,Mexican,41,,Casad,3,6025.403146377439,Menos de 1 Año,Sí,DESPIDO,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32599,ESTUDIOS,DO,2022-03-08,JF060600,2020-12-08,2,15.166666666666668,455,M,CHIHUAHUA,Mexican,22,,Soltero,0,13593.46846802786,Menos de 1 Año,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1323,VS9-ABS,S5,Direct,32575,ESTUDIOS,DO,2022-03-08,JF010600,2020-12-08,2,15.166666666666668,455,M,CHIHUAHUA,Mexican,20,10+ Years,Soltero,0,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS1,S5,Direct,32600,ESTUDIOS,DO,2022-03-08,JS011500,2017-07-13,5,56.63333333333333,1699,M,CHIHUAHUA,Mexican,25,10+ Years,Soltero,0,18460.21130274533,10+ Años,No,VOLUNTARIA,31.5523,-106.49715
POS1323,VS9-ABS,S5,Direct,32574,OTRO EMPLEO,DO,2022-03-08,JT012324,2013-12-04,9,100.53333333333332,3016,M,TAMAULIPAS,Mexican,28,,Soltero,0,4268.086649052309,Menos de 1 Año,No,VOLUNTARIA,31.6384,-106.3865
POS2224,TEF,S5,Direct,32599,OTRO EMPLEO,DNO,2022-03-08,ADMINIST,2015-07-01,7,81.4,2442,M,CHIHUAHUA,Mexican,29,10+ Years,Soltero,0,13593.46846802786,10+ Años,No,VOLUNTARIA,31.55363333,-106.4151273
POS2384,QMM,S5,Direct,32695,INSATISFACCIÓN PERSONAL,DNO,2022-03-08,JF010600,2015-07-15,7,80.93333333333334,2428,F,CAMPECHE,Mexican,30,10+ Years,Soltero,0,14766.084763351962,10+ Años,No,VOLUNTARIA,31.568878,-106.461794
POS1323,VS4,S5,Direct,32594,TRA AUSENTISMOS CONTINUOS,DO,2022-03-08,JT012324,2016-01-13,6,74.86666666666666,2246,M,CHIHUAHUA,Mexican,24,,Soltero,0,4457.987355144733,Menos de 1 Año,No,DESPIDO,31.6436,-106.3934333
POS2803,VS1,S5,Direct,32600,NO REGRESO   NO DIO RAZÓN,DNO,2022-03-09,JF010600,2018-03-22,4,48.26666666666665,1448,M,CHIHUAHUA,Mexican,43,10+ Years,U-Libr,4,18460.21130274533,10+ Años,No,VOLUNTARIA,31.5523,-106.49715
POS2622,VS5,S6,Exempt,32618,INSATISFACCIÓN PERSONAL,E3,2022-03-11,ADMINIST,2021-04-29,1,10.533333333333331,316,M,CHIHUAHUA,Mexican,26,,Soltero,0,6997.366424868751,Menos de 1 Año,Sí,VOLUNTARIA,31.6925,-106.4189
POS1323,VS5,S5,Direct,32575,PAT TERMINACIÓN DEL CONTRATO,DO,2022-03-11,JF010600,2019-09-12,3,30.366666666666667,911,M,CHIHUAHUA,Mexican,21,,Soltero,0,6025.403146377439,Menos de 1 Año,No,DESPIDO,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32584,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-11,JT012324,2015-03-04,7,85.46666666666668,2564,F,ZACATECAS,Mexican,31,,U-Libr,3,4874.712011839221,Menos de 1 Año,No,VOLUNTARIA,31.6469,-106.4003
POS1921,MFS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-03-15,JT012324,2018-03-15,4,48.7,1461,M,CHIHUAHUA,Mexican,22,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1230,VS5,S5,Direct,32575,OTRO EMPLEO,DNO,2022-03-15,JF010600,2018-08-30,4,43.1,1293,M,CHIHUAHUA,Mexican,26,,Soltero,0,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1230,VS5,S5,Direct,32590,OTRO EMPLEO,DNO,2022-03-15,ADMINIST,2019-09-12,3,30.5,915,M,CHIHUAHUA,Mexican,24,,Soltero,0,7616.7347145514395,Menos de 1 Año,No,VOLUNTARIA,31.60245833,-106.3884333
POS1921,MFS,S5,Direct,32599,PROB PERSONALES Y FAM ,DO,2022-03-15,JF010600,2020-11-12,2,16.266666666666666,488,F,CHIHUAHUA,Mexican,32,,Casad,2,13593.46846802786,Menos de 1 Año,No,VOLUNTARIA,31.55363333,-106.4151273
POS538,VS5,S5,Direct,32575,OTRO EMPLEO,DO,2022-03-15,JF060600,2020-11-19,2,16.033333333333324,481,M,CHIHUAHUA,Mexican,20,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS750,TEF,S5,Direct,32575,OTRO EMPLEO,DNO,2022-03-15,ADMINIST,2021-05-06,1,10.433333333333334,313,F,CHIHUAHUA,Mexican,23,10+ Years,Soltero,0,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS347,LOG,S5,Direct,32600,OTRO EMPLEO,DNO,2022-03-15,JF050600,2017-10-19,5,53.6,1608,M,VERACRUZ,Mexican,25,,Soltero,0,18460.21130274533,Menos de 1 Año,No,VOLUNTARIA,31.5523,-106.49715
POS2384,QMM,S5,Direct,32575,ESTUDIOS,DNO,2022-03-15,JF010600,2016-12-14,6,63.9,1917,M,CHIHUAHUA,Mexican,23,,Soltero,0,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1559,MFS,S5,Direct,32695,OTRO EMPLEO,DNO,2022-03-15,JF010600,2004-11-08,18,211.2,6336,M,CHIHUAHUA,Mexican,44,10+ Years,Casad,3,14766.084763351962,10+ Años,No,VOLUNTARIA,31.568878,-106.461794
POS139,VS1,S6,Exempt,32616,OTRO EMPLEO,E3,2022-03-18,ADMINIST,2018-08-02,4,44.13333333333333,1324,M,CHIHUAHUA,Mexican,27,,Soltero,0,7584.333904200922,Menos de 1 Año,Sí,VOLUNTARIA,31.6612,-106.4329
POS2076,HRL,S6,Exempt,32573,OTRO EMPLEO,E3,2022-03-18,ADMINIST,2019-04-25,3,35.26666666666665,1058,F,CHIHUAHUA,Mexican,36,,Casad,2,3268.0676311965644,Menos de 1 Año,No,VOLUNTARIA,31.64207,-106.37589
POS1921,MFS,S5,Direct,32696,TRA AUSENTISMOS CONTINUOS,DO,2022-03-22,JT012324,2018-12-27,4,39.36666666666665,1181,F,CHIHUAHUA,Mexican,24,,Soltero,0,13940.636066402494,Menos de 1 Año,Sí,DESPIDO,31.58021875,-106.46245
POS1230,VS4,S5,Direct,32575,OTRO EMPLEO,DNO,2022-03-22,JS011500,2019-09-12,3,30.733333333333324,922,M,CHIHUAHUA,Mexican,23,10+ Years,Soltero,0,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32575,OTRO EMPLEO,DO,2022-03-22,JF060600,2019-09-26,3,30.266666666666666,908,F,CHIHUAHUA,Mexican,36,,Casad,3,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS2802,TEF,S5,Direct,32599,PROB PERSONALES Y FAM ,DNO,2022-03-22,JT012324,2019-12-12,3,27.7,831,M,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1921,MFS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-03-22,JS011500,2020-01-23,2,26.3,789,F,CHIHUAHUA,Mexican,28,10+ Years,U-Libr,2,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS1,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-03-22,JT031800,2020-02-06,2,25.833333333333325,775,F,CHIHUAHUA,Mexican,23,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-22,JF010600,2021-01-14,1,14.4,432,F,PUEBLA,Mexican,26,,Soltero,2,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS1,S5,Direct,32590,RAZONES MÉDICAS,DO,2022-03-22,JT012324,2017-05-18,5,58.966666666666654,1769,F,CHIHUAHUA,Mexican,24,10+ Years,U-Libr,1,7616.7347145514395,10+ Años,Sí,VOLUNTARIA,31.60245833,-106.3884333
POS1748,VS5,S5,Direct,32722,PROB PERSONALES Y FAM ,DNO,2022-03-22,JF010600,2010-09-02,12,140.63333333333335,4219,M,CHIHUAHUA,Mexican,30,,U-Libr,1,22054.97683013883,Menos de 1 Año,Sí,VOLUNTARIA,31.4924,-106.2357
POS1559,MFS,S5,Direct,32599,OTRO EMPLEO,DNO,2022-03-22,JS011500,2013-06-03,9,107.13333333333333,3214,M,ZACATECAS,Mexican,27,10+ Years,Casad,2,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1230,VS4,S5,Direct,32599,INSATISFACCIÓN PERSONAL,DNO,2022-03-22,JF010600,2013-10-09,9,102.86666666666666,3086,M,COAHUILA,Mexican,28,10+ Years,Soltero,1,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1380,VS9-ABS,S5,Direct,32600,NO REGRESO   NO DIO RAZÓN,DO,2022-03-23,JF010600,2021-01-14,1,14.433333333333334,433,M,CHIHUAHUA,Mexican,26,,U-Libr,2,18460.21130274533,Menos de 1 Año,Sí,VOLUNTARIA,31.5523,-106.49715
POS1323,VS9-ABS,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-03-24,JS011500,2018-09-13,4,42.93333333333333,1288,M,MICHOACAN,Mexican,24,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,DESPIDO,31.61535,-106.3810634
POS2622,VS4,S6,Exempt,32210,OTRO EMPLEO,E3,2022-03-25,ADMINIST,2005-05-11,17,205.4,6162,M,CHIHUAHUA,Mexican,38,,Casad,1,20489.282130777287,Menos de 1 Año,No,VOLUNTARIA,31.58605,-106.54875
POS907,VS1,S6,Exempt,32360,TRANSFERENCIA ENTRE PLANTA,E4,2022-03-26,ADMINIST,2015-02-09,7,86.73333333333332,2602,M,CHIHUAHUA,Mexican,32,,Soltero,0,10442.36302479633,Menos de 1 Año,Sí,VOLUNTARIA,31.67951667,-106.4616333
POS1380,MFS,S5,Direct,32599,TRA LFT Y REGLAMENTO INT ,DO,2022-03-28,JF060600,2013-07-15,9,105.93333333333334,3178,F,CHIHUAHUA,Mexican,38,,Soltero,3,13593.46846802786,Menos de 1 Año,No,DESPIDO,31.55363333,-106.4151273
POS1380,MFS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-03-28,JT031800,2014-02-12,8,98.86666666666666,2966,F,DURANGO,Mexican,38,,Soltero,4,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1921,MFS,S5,Direct,32575,INSATISFACCIÓN PERSONAL,DO,2022-03-29,JF010600,2018-12-27,4,39.6,1188,F,CHIHUAHUA,Mexican,21,10+ Years,Soltero,0,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-03-29,JT031800,2019-10-31,3,29.333333333333325,880,F,CHIHUAHUA,Mexican,26,,U-Libr,4,6025.403146377439,Menos de 1 Año,No,DESPIDO,31.61535,-106.3810634
POS1323,VS5,S5,Direct,32575,RAZONES MÉDICAS,DO,2022-03-29,JS011500,2019-12-05,3,28.166666666666668,845,F,DURANGO,Mexican,46,10+ Years,Sep,4,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32575,ESTUDIOS,DO,2022-03-29,JF060600,2020-12-10,2,15.8,474,M,CHIHUAHUA,Mexican,19,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS1,S5,Direct,32217,ESTUDIOS,DO,2022-03-29,JF060600,2021-01-05,1,14.933333333333334,448,F,CHIHUAHUA,Mexican,21,10+ Years,Casad,0,18258.464034263958,10+ Años,No,VOLUNTARIA,31.6306,-106.5414667
POS347,LOG,S5,Direct,32575,OTRO EMPLEO,DNO,2022-03-29,JF010600,2016-02-24,6,74.16666666666667,2225,M,VERACRUZ,Mexican,31,,Casad,3,6025.403146377439,Menos de 1 Año,No,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS1,S5,Direct,32599,NO REGRESO   NO DIO RAZÓN,DO,2022-03-30,JS011500,2020-11-26,2,16.3,489,M,COAHUILA,Mexican,24,7,U-Libr,1,13593.46846802786,10+ Años,Sí,VOLUNTARIA,31.55363333,-106.4151273
POS1380,MFS,S5,Direct,32599,MUERTE NATURAL,DO,2022-04-04,JF060600,2015-12-09,7,76.93333333333334,2308,F,CHIHUAHUA,Mexican,43,,U-Libr,1,13593.46846802786,Menos de 1 Año,Sí,DESPIDO,31.55363333,-106.4151273
POS1230,VS7,S5,Direct,32575,OTRO EMPLEO,DNO,2022-04-05,JF010600,2018-08-30,4,43.8,1314,M,CHIHUAHUA,Mexican,25,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS538,VS1,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-04-05,JF060600,2018-09-06,4,43.566666666666656,1307,F,CHIHUAHUA,Mexican,24,,Soltero,0,6025.403146377439,Menos de 1 Año,No,DESPIDO,31.61535,-106.3810634
POS1380,MFS,S5,Direct,32575,CAMBIO DE DOMICILIO,DO,2022-04-05,JF060600,2019-10-17,3,30.033333333333324,901,F,CHIHUAHUA,Mexican,29,10+ Years,U-Libr,4,6025.403146377439,10+ Años,No,VOLUNTARIA,31.61535,-106.3810634
POS538,VS9-ABS,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-04-05,JS011500,2019-10-24,3,29.8,894,F,VERACRUZ,Mexican,43,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS5,S5,Direct,32599,NO REGRESO   NO DIO RAZÓN,DO,2022-04-05,JF010600,2021-01-19,1,14.7,441,F,CHIHUAHUA,Mexican,21,,U-Libr,1,13593.46846802786,Menos de 1 Año,No,VOLUNTARIA,31.55363333,-106.4151273
POS2915,TEF,S5,Direct,32575,OTRO EMPLEO,DNO,2022-04-05,JS011500,2021-02-11,1,13.933333333333334,418,M,CHIHUAHUA,Mexican,36,10+ Years,Casad,1,6025.403146377439,10+ Años,Sí,VOLUNTARIA,31.61535,-106.3810634
POS2094,TEF,S5,Direct,32560,INSATISFACCIÓN PERSONAL,DNO,2022-04-05,ADMINIST,2021-02-25,1,13.46666666666667,404,M,CHIHUAHUA,Mexican,28,10+ Years,Casad,0,10674.237037613495,10+ Años,Sí,VOLUNTARIA,31.58701111,-106.4203889
POS1380,MFS,S5,Direct,32575,TRA AUSENTISMOS CONTINUOS,DO,2022-04-05,JF060600,2018-01-11,4,51.5,1545,F,CHIHUAHUA,Mexican,29,,Casad,1,6025.403146377439,Menos de 1 Año,No,DESPIDO,31.61535,-106.3810634
POS1323,VS7,S5,Direct,32575,TRANSFERENCIA ENTRE PLANTA,DO,2022-04-05,JF010600,2019-10-03,3,30.5,915,M,CHIHUAHUA,Mexican,23,,Soltero,0,6025.403146377439,Menos de 1 Año,Sí,VOLUNTARIA,31.61535,-106.3810634
POS1323,VS1,S5,Direct,32594,PROB PERSONALES Y FAM ,DO,2022-04-05,JF010600,2017-07-13,5,57.566666666666656,1727,M,CHIAPAS,Mexican,28,10+ Years,U-Libr,1,4457.987355144733,10+ Años,No,VOLUNTARIA,31.6436,-106.3934333
POS1559,MFS,S5,Direct,32107,OTRO EMPLEO,DNO,2022-04-05,JF050600,2011-10-12,11,127.6,3828,M,ZACATECAS,Mexican,32,10+ Years,U-Libr,1,20687.63124752739,10+ Años,Sí,VOLUNTARIA,31.691975,-106.568725
POS1520,TEF,S6,Exempt,32425,PAT VARIOS JUBILADO,E3,2022-04-08,ADMINIST,2005-07-12,17,203.8,6114,F,CHIHUAHUA,Mexican,55,,Casad,2,14937.596259270164,Menos de 1 Año,Sí,DESPIDO,31.5922,-106.48615
